n pokedex,nome,geração,tipo 1,tipo 2,vida,ataque,defesa,velocidade,sp ataque,sp defesa,total atr,md atr,altura m,peso kg,% macho,xp evolução,taxa de captura,classificação,lendário,habilidades,contra inseto,contra escuridão,contra dragão,contra elétrico,contra fada,contra lutador,contra fogo,contra voador,contra fantasma,contra planta,contra terra,contra gelo,contra normal,contra venenoso,contra psíquico,contra pedra,contra aço,contra água
507,Herdier,5,normal,,65,80,65,60,35,65,370,61.666666666666664,0.9,14.7,50.0,1059860,120.0,Pokémon Cão Leal,False,"['Intimidate', 'Sand Rush', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
508,Stoutland,5,normal,,85,110,90,80,45,90,500,83.33333333333333,1.2,61.0,50.0,1059860,45.0,Pokémon de Grande Coração,False,"['Intimidate', 'Sand Rush', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
509,Purrloin,5,escuridão,,41,50,37,66,50,37,281,46.833333333333336,0.4,10.1,50.0,1000000,255.0,Pokémon Desonesto,False,"['Limber', 'Unburden', 'Prankster']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
510,Liepard,5,escuridão,,64,88,50,106,88,50,446,74.33333333333333,1.1,37.5,50.0,1000000,90.0,Pokémon Cruel,False,"['Limber', 'Unburden', 'Prankster']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
511,Pansage,5,planta,,50,53,48,64,53,48,316,52.666666666666664,0.6,10.5,88.1,1000000,190.0,Pokémon Macaco de Grama,False,"['Gluttony', 'Overgrow']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
512,Simisage,5,planta,,75,98,63,101,98,63,498,83.0,1.1,30.5,88.1,1000000,75.0,Pokémon Macaco de Espinhos,False,"['Gluttony', 'Overgrow']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
513,Pansear,5,fogo,,50,53,48,64,53,48,316,52.666666666666664,0.6,11.0,88.1,1000000,190.0,Pokémon de Alta Temperatura,False,"['Gluttony', 'Blaze']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
514,Simisear,5,fogo,,75,98,63,101,98,63,498,83.0,1.0,28.0,88.1,1000000,75.0,Pokémon de Brasa,False,"['Gluttony', 'Blaze']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
515,Panpour,5,água,,50,53,48,64,53,48,316,52.666666666666664,0.6,13.5,88.1,1000000,190.0,Pokémon de Jato,False,"['Gluttony', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
516,Simipour,5,água,,75,98,63,101,98,63,498,83.0,1.0,29.0,88.1,1000000,75.0,Pokémon do Gêiser,False,"['Gluttony', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
517,Munna,5,psíquico,,76,25,45,24,67,55,292,48.666666666666664,0.6,23.3,50.0,800000,190.0,Pokémon Devorador de Sonhos,False,"['Forewarn', 'Synchronize', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
518,Musharna,5,psíquico,,116,55,85,29,107,95,487,81.16666666666667,1.1,60.5,50.0,800000,75.0,Pokémon Sonolento,False,"['Forewarn', 'Synchronize', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
519,Pidove,5,normal,voador,50,55,50,43,36,30,264,44.0,0.3,2.1,50.0,1059860,255.0,Pokémon Pombinho Minúsculo,False,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
520,Tranquill,5,normal,voador,62,77,62,65,50,42,358,59.666666666666664,0.6,15.0,50.0,1059860,120.0,Pokémon Pomba Selvagem,False,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
521,Unfezant,5,normal,voador,80,115,80,93,65,55,488,81.33333333333333,1.2,29.0,50.0,1059860,45.0,Pokémon Orgulhoso,False,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
522,Blitzle,5,elétrico,,45,60,32,76,50,32,295,49.166666666666664,0.8,29.8,50.0,1000000,190.0,Pokémon Eletrificado,False,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
523,Zebstrika,5,elétrico,,75,100,63,116,80,63,497,82.83333333333333,1.6,79.5,50.0,1000000,75.0,Pokémon Raio Trovejante,False,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
524,Roggenrola,5,pedra,,55,75,85,15,25,25,280,46.666666666666664,0.4,18.0,50.0,1059860,255.0,Pokémon Manto,False,"['Sturdy', 'Weak Armor', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
525,Boldore,5,pedra,,70,105,105,20,50,40,390,65.0,0.9,102.0,50.0,1059860,120.0,Pokémon de Minério,False,"['Sturdy', 'Weak Armor', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
526,Gigalith,5,pedra,,85,135,130,25,60,80,515,85.83333333333333,1.7,260.0,50.0,1059860,45.0,Pokémon Comprimido,False,"['Sturdy', 'Sand Stream', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
527,Woobat,5,psíquico,voador,65,45,43,72,55,43,323,53.833333333333336,0.4,2.1,50.0,1000000,190.0,Pokémon Morcego,False,"['Unaware', 'Klutz', 'Simple']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0
528,Swoobat,5,psíquico,voador,67,57,55,114,77,55,425,70.83333333333333,0.9,10.5,50.0,1000000,45.0,Pokémon Cortejante,False,"['Unaware', 'Klutz', 'Simple']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0
529,Drilbur,5,terra,,60,85,40,68,30,45,328,54.666666666666664,0.3,8.5,50.0,1000000,120.0,Pokémon Toupeira,False,"['Sand Rush', 'Sand Force', 'Mold Breaker']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
530,Excadrill,5,terra,aço,110,135,60,88,50,65,508,84.66666666666667,0.7,40.4,50.0,1000000,60.0,Pokémon Subterrâneo,False,"['Sand Rush', 'Sand Force', 'Mold Breaker']",0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0
531,Audino,5,normal,,103,60,126,50,80,126,545,90.83333333333333,1.1,31.0,50.0,800000,255.0,Pokémon Auditivo,False,"['Healer', 'Regenerator', 'Klutz']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
532,Timburr,5,lutador,,75,80,55,35,25,35,305,50.833333333333336,0.6,12.5,75.4,1059860,180.0,Pokémon Musculoso,False,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
533,Gurdurr,5,lutador,,85,105,85,40,40,50,405,67.5,1.2,40.0,75.4,1059860,90.0,Pokémon Musculoso,False,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
534,Conkeldurr,5,lutador,,105,140,95,45,55,65,505,84.16666666666667,1.4,87.0,75.4,1059860,45.0,Pokémon Musculoso,False,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
535,Tympole,5,água,,50,50,40,64,50,40,294,49.0,0.5,4.5,50.0,1059860,255.0,Pokémon Girino,False,"['Swift Swim', 'Hydration', 'Water Absorb']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
536,Palpitoad,5,água,terra,75,65,55,69,65,55,384,64.0,0.8,17.0,50.0,1059860,120.0,Pokémon Vibração,False,"['Swift Swim', 'Hydration', 'Water Absorb']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
537,Seismitoad,5,água,terra,105,95,75,74,85,75,509,84.83333333333333,1.5,62.0,50.0,1059860,45.0,Pokémon Vibração,False,"['Swift Swim', 'Poison Touch', 'Water Absorb']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
538,Throh,5,lutador,,120,100,85,45,30,85,465,77.5,1.3,55.5,100.0,1000000,45.0,Pokémon de Judô,False,"['Guts', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
539,Sawk,5,lutador,,75,125,75,85,30,75,465,77.5,1.4,51.0,100.0,1000000,45.0,Pokémon de Karatê,False,"['Sturdy', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
540,Sewaddle,5,inseto,planta,45,53,70,42,40,60,310,51.666666666666664,0.3,2.5,50.0,1059860,255.0,Pokémon Costureiro,False,"['Swarm', 'Chlorophyll', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5
541,Swadloon,5,inseto,planta,55,63,90,42,50,80,380,63.333333333333336,0.5,7.3,50.0,1059860,120.0,Pokémon Enrolado em Folha,False,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5
542,Leavanny,5,inseto,planta,75,103,80,92,70,80,500,83.33333333333333,1.2,20.5,50.0,1059860,45.0,Pokémon Nutridor,False,"['Swarm', 'Chlorophyll', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5
543,Venipede,5,inseto,venenoso,30,45,59,57,30,39,260,43.333333333333336,0.4,5.3,50.0,1059860,255.0,Pokémon Centopeia,False,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
544,Whirlipede,5,inseto,venenoso,40,55,99,47,40,79,360,60.0,1.2,58.5,50.0,1059860,120.0,Pokémon Encaracolado,False,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
545,Scolipede,5,inseto,venenoso,60,100,89,112,55,69,485,80.83333333333333,2.5,200.5,50.0,1059860,45.0,Pokémon Megapede,False,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
546,Cottonee,5,planta,fada,40,27,60,66,37,50,280,46.666666666666664,0.3,0.6,50.0,1000000,190.0,Pokémon de Algodão,False,"['Prankster', 'Infiltrator', 'Chlorophyll']",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5
547,Whimsicott,5,planta,fada,60,67,85,116,77,75,480,80.0,0.7,6.6,50.0,1000000,75.0,Pokémon Velado pelo Vento,False,"['Prankster', 'Infiltrator', 'Chlorophyll']",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5
548,Petilil,5,planta,,45,35,50,30,70,50,280,46.666666666666664,0.5,6.6,0.0,1000000,190.0,Pokémon Bulbo,False,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
549,Lilligant,5,planta,,70,60,75,90,110,75,480,80.0,1.1,16.3,0.0,1000000,75.0,Pokémon Florido,False,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
550,Basculin,5,água,,70,92,65,98,80,55,460,76.66666666666667,1.0,18.0,50.0,1000000,25.0,Pokémon Hostil,False,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
551,Sandile,5,terra,escuridão,50,72,35,65,35,35,292,48.666666666666664,0.7,15.2,50.0,1059860,180.0,Pokémon Crocodilo do Deserto,False,"['Intimidate', 'Moxie', 'Anger Point']",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0
552,Krokorok,5,terra,escuridão,60,82,45,74,45,45,351,58.5,1.0,33.4,50.0,1059860,90.0,Pokémon Crocodilo do Deserto,False,"['Intimidate', 'Moxie', 'Anger Point']",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0
553,Krookodile,5,terra,escuridão,95,117,80,92,65,70,519,86.5,1.5,96.3,50.0,1059860,45.0,Pokémon de Intimidação,False,"['Intimidate', 'Moxie', 'Anger Point']",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0
554,Darumaka,5,fogo,,70,90,45,50,15,45,315,52.5,0.6,37.5,50.0,1059860,120.0,Pokémon Encanto Zen,False,"['Hustle', 'Inner Focus']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
555,Darmanitan,5,fogo,fogo,105,30,105,55,140,105,540,90.0,1.3,92.9,50.0,1059860,60.0,Pokémon Flamejante,False,"['Sheer Force', 'Zen Mode']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
556,Maractus,5,planta,,75,86,67,60,106,67,461,76.83333333333333,1.0,28.0,50.0,1000000,255.0,Pokémon Cacto,False,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
557,Dwebble,5,inseto,pedra,50,65,85,55,35,35,325,54.166666666666664,0.3,14.5,50.0,1000000,190.0,Pokémon Rocamar,False,"['Sturdy', 'Shell Armor', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
558,Crustle,5,inseto,pedra,70,105,125,45,65,75,485,80.83333333333333,1.4,200.0,50.0,1000000,75.0,Pokémon Casa de Pedra,False,"['Sturdy', 'Shell Armor', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
559,Scraggy,5,escuridão,lutador,50,75,70,48,35,70,348,58.0,0.6,11.8,50.0,1000000,180.0,Pokémon que Muda de Pele,False,"['Shed Skin', 'Moxie', 'Intimidate']",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0
560,Scrafty,5,escuridão,lutador,65,90,115,58,45,115,488,81.33333333333333,1.1,30.0,50.0,1000000,90.0,Pokémon Vagabundo,False,"['Shed Skin', 'Moxie', 'Intimidate']",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0
561,Sigilyph,5,psíquico,voador,72,58,80,97,103,80,490,81.66666666666667,1.4,14.0,50.0,1000000,45.0,Pokémon Avianóide,False,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0
562,Yamask,5,fantasma,,38,30,85,30,55,65,303,50.5,0.5,1.5,50.0,1000000,190.0,Pokémon Espírito,False,['Mummy'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
563,Cofagrigus,5,fantasma,,58,50,145,30,95,105,483,80.5,1.7,76.5,50.0,1000000,90.0,Pokémon Caixão,False,['Mummy'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
564,Tirtouga,5,água,pedra,54,78,103,22,53,45,355,59.166666666666664,0.7,16.5,88.1,1000000,45.0,Pokémon Prototartaruga,False,"['Solid Rock', 'Sturdy', 'Swift Swim']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
565,Carracosta,5,água,pedra,74,108,133,32,83,65,495,82.5,1.2,81.0,88.1,1000000,45.0,Pokémon Prototartaruga,False,"['Solid Rock', 'Sturdy', 'Swift Swim']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
566,Archen,5,pedra,voador,55,112,45,70,74,45,401,66.83333333333333,0.5,9.5,88.1,1000000,45.0,Primeiro Pokémon Pássaro,False,['Defeatist'],0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0
567,Archeops,5,pedra,voador,75,140,65,110,112,65,567,94.5,1.4,32.0,88.1,1000000,45.0,Primeiro Pokémon Pássaro,False,['Defeatist'],0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0
568,Trubbish,5,venenoso,,50,50,62,65,40,62,329,54.833333333333336,0.6,31.0,50.0,1000000,190.0,Pokémon Saco de Lixo,False,"['Stench', 'Sticky Hold', 'Aftermath']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
569,Garbodor,5,venenoso,,80,95,82,75,60,82,474,79.0,1.9,107.3,50.0,1000000,60.0,Pokémon Monturo de Lixo,False,"['Stench', 'Weak Armor', 'Aftermath']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
570,Zorua,5,escuridão,,40,65,40,65,80,40,330,55.0,0.7,12.5,88.1,1059860,75.0,Pokémon Raposa Astuta,False,['Illusion'],2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
571,Zoroark,5,escuridão,,60,105,60,105,120,60,510,85.0,1.6,81.1,88.1,1059860,45.0,Pokémon Raposa Ilusória,False,['Illusion'],2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
572,Minccino,5,normal,,55,50,40,75,40,40,300,50.0,0.4,5.8,24.6,800000,255.0,Pokémon Chinchila,False,"['Cute Charm', 'Technician', 'Skill Link']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
573,Cinccino,5,normal,,75,95,60,115,65,60,470,78.33333333333333,0.5,7.5,24.6,800000,60.0,Pokémon Cachecol,False,"['Cute Charm', 'Technician', 'Skill Link']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
574,Gothita,5,psíquico,,45,30,50,45,55,65,290,48.333333333333336,0.4,5.8,24.6,1059860,200.0,Pokémon Fixação,False,"['Frisk', 'Competitive', 'Shadow Tag']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
575,Gothorita,5,psíquico,,60,45,70,55,75,85,390,65.0,0.7,18.0,24.6,1059860,100.0,Pokémon Manipulação,False,"['Frisk', 'Competitive', 'Shadow Tag']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
576,Gothitelle,5,psíquico,,70,55,95,65,95,110,490,81.66666666666667,1.5,44.0,24.6,1059860,50.0,Pokémon Corpo Astral,False,"['Frisk', 'Competitive', 'Shadow Tag']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
577,Solosis,5,psíquico,,45,30,40,20,105,50,290,48.333333333333336,0.3,1.0,50.0,1059860,200.0,Pokémon Célula,False,"['Overcoat', 'Magic Guard', 'Regenerator']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
578,Duosion,5,psíquico,,65,40,50,30,125,60,370,61.666666666666664,0.6,8.0,50.0,1059860,100.0,Pokémon Mitose,False,"['Overcoat', 'Magic Guard', 'Regenerator']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
579,Reuniclus,5,psíquico,,110,65,75,30,125,85,490,81.66666666666667,1.0,20.1,50.0,1059860,50.0,Pokémon Multiplicador,False,"['Overcoat', 'Magic Guard', 'Regenerator']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
580,Ducklett,5,água,voador,62,44,50,55,44,50,305,50.833333333333336,0.5,5.5,50.0,1000000,190.0,Pokémon Pássaro Aquático,False,"['Keen Eye', 'Big Pecks', 'Hydration']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
581,Swanna,5,água,voador,75,87,63,98,87,63,473,78.83333333333333,1.3,24.2,50.0,1000000,45.0,Pokémon Pássaro Branco,False,"['Keen Eye', 'Big Pecks', 'Hydration']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
582,Vanillite,5,gelo,,36,50,50,44,65,60,305,50.833333333333336,0.4,5.7,50.0,1250000,255.0,Pokémon Neve Fresca,False,"['Ice Body', 'Snow Cloak', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
583,Vanillish,5,gelo,,51,65,65,59,80,75,395,65.83333333333333,1.1,41.0,50.0,1250000,120.0,Pokémon Neve Gelada,False,"['Ice Body', 'Snow Cloak', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
584,Vanilluxe,5,gelo,,71,95,85,79,110,95,535,89.16666666666667,1.3,57.5,50.0,1250000,45.0,Pokémon Tempestade de Neve,False,"['Ice Body', 'Snow Warning', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
585,Deerling,5,normal,planta,60,60,50,75,40,50,335,55.833333333333336,0.6,19.5,50.0,1000000,190.0,Pokémon Estação,False,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
586,Sawsbuck,5,normal,planta,80,100,70,95,60,70,475,79.16666666666667,1.9,92.5,50.0,1000000,75.0,Pokémon Estação,False,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
587,Emolga,5,elétrico,voador,55,75,60,103,75,60,428,71.33333333333333,0.4,5.0,50.0,1000000,200.0,Pokémon Esquilo do Céu,False,"['Static', 'Motor Drive']",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0
588,Karrablast,5,inseto,,50,75,45,60,40,45,315,52.5,0.5,5.9,50.0,1000000,200.0,Pokémon Abraçador,False,"['Swarm', 'Shed Skin', 'No Guard']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
589,Escavalier,5,inseto,aço,70,135,105,20,60,105,495,82.5,1.0,33.0,50.0,1000000,75.0,Pokémon de Cavalaria,False,"['Swarm', 'Shell Armor', 'Overcoat']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0
